2,3,SibSp,Parch,Sex_New,Q,S,Age_new,Fare_new,Survived
0,1,1,0,0,0,1,-0.5303766406838785,-0.5024451714361923,0
0,0,1,0,1,0,0,0.571830994003175,0.7868452935884461,1
0,1,0,0,1,0,1,-0.25482473201211503,-0.4888542575852486,1
0,0,1,0,1,0,1,0.36516706249935255,0.4207302360686478,1
0,1,0,0,0,0,1,0.36516706249935255,-0.4863374216869257,0
0,1,0,0,0,1,0,2.388378943731429e-16,-0.47811642890864375,0
0,0,0,0,0,0,1,1.6740386286902287,0.395813560675251,0
0,1,3,1,0,0,1,-1.9081361840426954,-0.22408312108167944,0
0,1,0,2,1,0,1,-0.1859367548441742,-0.4242561406845337,1
1,0,1,0,1,0,0,-1.0814804580274051,-0.04295550208861426,1
0,1,1,1,1,0,1,-1.7703602297068137,-0.312172377522981,1
0,0,0,0,1,0,1,1.949590537361992,-0.11384570873513637,1
0,1,0,0,0,0,1,-0.6681525950197601,-0.4863374216869257,0
0,1,1,5,0,0,1,0.6407189711711159,-0.01870931177853076,0
0,1,0,0,1,0,1,-1.0814804580274051,-0.4902797934380587,0
1,0,0,0,1,0,1,1.7429266058581694,-0.3262666585535892,1
0,1,4,1,0,1,0,-1.9081361840426954,-0.06199888922968463,0
1,0,0,0,0,0,1,2.388378943731429e-16,-0.3866707201133388,1
0,1,1,0,1,0,1,0.08961515382758917,-0.2859972841804228,0
0,1,0,0,1,0,0,2.388378943731429e-16,-0.5029485386158568,1
1,0,0,0,0,0,1,0.36516706249935255,-0.12491978668775715,0
1,0,0,0,0,0,1,0.2962790853314117,-0.3866707201133388,1
0,1,0,0,1,1,0,-1.0125924808594644,-0.4867562231804066,1
0,0,0,0,0,0,1,-0.11704877767623337,0.06635974158478332,1
0,1,3,1,1,0,1,-1.4948083210350502,-0.22408312108167944,0
0,1,1,5,1,0,1,0.571830994003175,-0.016444159470040135,1
0,1,0,0,0,0,0,2.388378943731429e-16,-0.5029485386158568,0
0,0,3,2,0,0,1,-0.7370405721877009,4.647001076532463,0
0,1,0,0,1,1,0,2.388378943731429e-16,-0.48977642625839407,1
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4894421904510968,0
0,0,0,0,0,0,0,0.7096069483390568,-0.09027201697708476,0
0,0,1,0,1,0,0,2.388378943731429e-16,2.301728820789,1
0,1,0,0,1,1,0,2.388378943731429e-16,-0.49237782784290063,1
1,0,0,0,0,0,1,2.500694354705519,-0.43700743807979686,0
0,0,1,0,0,0,0,-0.11704877767623337,1.0060617003323709,0
0,0,1,0,0,0,1,0.8473829026749384,0.39858208016340624,0
0,1,0,0,0,0,0,2.388378943731429e-16,-0.5028639729296732,1
0,1,0,0,0,0,1,-0.5992646178518193,-0.4863374216869257,0
0,1,2,0,1,0,1,-0.8059285493556418,-0.2859972841804228,0
0,1,1,0,1,0,0,-1.0814804580274051,-0.42207354059350805,1
0,1,1,0,1,0,1,0.7096069483390568,-0.4576454924460446,0
1,0,1,0,1,0,1,-0.1859367548441742,-0.22559322262067316,0
0,1,0,0,0,0,0,2.388378943731429e-16,-0.4894421904510968,0
1,0,1,2,1,0,0,-1.8392482068747544,0.18876253192945994,1
0,1,0,0,1,1,0,-0.7370405721877009,-0.48977642625839407,1
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4863374216869257,0
0,1,1,0,0,1,0,2.388378943731429e-16,-0.3363340021468808,0
0,1,0,0,1,1,0,2.388378943731429e-16,-0.49237782784290063,1
0,1,2,0,0,0,0,2.388378943731429e-16,-0.21191774308354583,0
0,1,1,0,1,0,1,-0.8059285493556418,-0.29002422161773944,0
0,1,4,1,0,0,1,-1.5636962982029912,0.1506737441786005,0
0,1,0,0,0,0,1,-0.5992646178518193,-0.4913710934835715,0
0,0,1,0,1,0,0,1.3295987428505243,0.8964967865378598,1
1,0,1,0,1,0,1,-0.04816080050829252,-0.12491978668775715,1
0,0,0,1,0,0,0,2.431806377537578,0.5995101505357573,0
0,0,0,0,0,0,1,2.388378943731429e-16,0.06635974158478332,1
1,0,0,0,1,0,1,-0.5992646178518193,-0.43700743807979686,1
0,1,0,0,0,0,0,-0.08260478909226295,-0.5028639729296732,0
1,0,1,2,1,0,1,-1.7014722525388728,-0.08968408411123653,1
0,1,5,2,0,0,1,-1.2881443895312277,0.2958951755118318,0
0,1,0,0,0,0,0,-0.5303766406838785,-0.5028639729296732,0
0,0,0,0,1,0,0,0.571830994003175,0.962353321387736,1
0,0,1,0,0,0,1,1.054046834178761,1.0323213593611125,0
0,1,3,2,0,0,1,-1.7703602297068137,-0.08666388103324908,0
0,0,0,0,0,0,0,2.388378943731429e-16,-0.09027201697708476,0
0,1,1,1,0,0,0,2.388378943731429e-16,-0.3414522396297103,1
1,0,0,0,1,0,1,-0.04816080050829252,-0.43700743807979686,1
0,1,0,0,0,0,1,-0.7370405721877009,-0.4841568350646187,0
0,1,4,2,1,0,1,-0.8748165265235827,-0.4888542575852486,1
0,1,2,0,0,0,1,-0.25482473201211503,-0.47400492578514347,0
1,0,0,0,0,0,1,0.15850313099553,-0.43700743807979686,0
0,1,5,2,1,0,1,-0.9437045036915235,0.2958951755118318,0
1,0,0,0,0,0,1,-0.5992646178518193,0.8314778546749452,0
0,1,1,0,0,0,0,-0.25482473201211503,-0.3573908580066095,0
0,1,0,0,0,0,1,0.15850313099553,0.48910360681684706,1
0,1,0,0,0,0,1,-0.3237127091800559,-0.494391296561559,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4894421904510968,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4863374216869257,0
1,0,0,2,0,0,1,-1.9887351173291863,-0.06451572512800753,1
0,1,0,0,1,0,1,0.020727176659648322,-0.397241430886295,1
0,1,0,0,0,0,1,-0.5303766406838785,-0.46720946885967163,0
0,1,0,0,0,0,1,-0.04816080050829252,-0.45714212526638004,1
0,1,0,0,1,1,0,2.388378943731429e-16,-0.49162277707340374,1
0,0,0,0,0,0,1,-0.11704877767623337,0.29992211294914856,0
1,0,0,0,1,0,1,-0.8748165265235827,-0.43700743807979686,1
0,1,3,0,1,0,1,0.22739110816347086,-0.32928686163157667,1
0,1,1,3,0,0,1,-0.9437045036915235,0.04370821849987721,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4863374216869257,0
0,0,3,2,1,0,1,-0.4614886635159376,4.647001076532463,1
0,1,0,0,0,0,1,-0.3926006863479967,-0.4863374216869257,0
0,1,0,0,0,0,1,-0.04816080050829252,-0.4863374216869257,0
0,1,0,0,0,0,1,-0.6681525950197601,-0.4902797934380587,0
0,0,1,0,0,0,1,1.122934811346702,0.5833178351003071,0
0,1,1,2,0,0,1,-0.25482473201211503,-0.23415046467497105,0
0,1,0,0,0,0,1,2.018478514529933,-0.5024451714361923,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4863374216869257,0
0,0,0,0,0,0,0,2.845134240545223,0.0493298231623713,0
0,0,0,1,0,0,0,-0.4614886635159376,0.6272778976347743,1
1,0,0,1,1,0,1,0.2962790853314117,-0.18532384824750675,1
1,0,1,0,0,0,1,0.2962790853314117,-0.12491978668775715,0
0,1,0,0,1,0,1,-0.11704877767623337,-0.4894421904510968,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4894421904510968,0
0,0,0,1,0,0,1,-0.5992646178518193,0.907737982394129,0
0,1,0,0,0,0,1,0.22739110816347086,-0.4741720436887921,0
0,1,2,0,0,0,1,0.5029430168352342,-0.4888542575852486,0
0,1,0,0,0,0,1,-0.11704877767623337,-0.4894421904510968,0
0,1,0,0,1,0,1,-0.5992646178518193,-0.494391296561559,1
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4918744606632361,1
0,1,0,0,0,0,1,0.571830994003175,-0.4894421904510968,0
0,1,1,0,1,1,0,2.388378943731429e-16,-0.1621689579829361,1
0,0,0,0,0,0,1,1.1918227885146426,0.39858208016340624,0
0,1,1,0,1,0,0,-1.0470364694434349,-0.3573908580066095,0
0,1,0,0,0,0,1,-0.5303766406838785,-0.4863374216869257,0
0,1,1,0,1,0,1,-0.6681525950197601,-0.4505983519307405,0
0,1,0,0,1,0,0,-0.8748165265235827,-0.3573083057891445,0
0,1,0,0,0,0,1,-0.5992646178518193,-0.4888542575852486,0
0,1,0,0,0,1,0,2.8106902519612524,-0.49237782784290063,0
1,0,1,0,0,0,1,-0.04816080050829252,-0.22559322262067316,0
0,0,0,1,0,0,0,-0.3926006863479967,4.335332226633905,0
0,1,4,2,1,0,1,-1.9081361840426954,-0.01870931177853076,0
1,0,2,0,0,0,1,-0.5992646178518193,0.8314778546749452,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4863374216869257,0
1,0,1,0,0,0,0,0.19294711957950042,-0.04295550208861426,0
1,0,0,0,1,0,1,0.19294711957950042,-0.3866707201133388,1
0,0,0,1,0,0,1,1.6740386286902287,0.907737982394129,0
0,1,1,0,0,0,0,-1.219256412363287,-0.42207354059350805,1
0,1,0,0,0,1,0,2.388378943731429e-16,-0.49237782784290063,0
0,1,0,0,0,0,1,-0.3926006863479967,-0.5046257580584992,1
0,1,1,1,1,0,0,2.388378943731429e-16,-0.19824427701513722,1
0,1,0,0,0,0,1,1.054046834178761,-0.5079822104125026,0
0,1,0,0,0,0,0,0.22739110816347086,-0.4894421904510968,0
0,1,0,0,0,0,1,-0.6681525950197601,-0.5064721088735089,0
0,1,1,0,1,0,1,1.1918227885146426,-0.35646868933346404,0
1,0,1,0,1,0,1,-0.04816080050829252,-0.12491978668775715,1
1,0,0,0,0,0,1,-0.3237127091800559,-0.3866707201133388,0
1,0,0,0,0,0,0,-0.4614886635159376,-0.3454791770670269,0
0,0,0,2,1,0,1,-0.7370405721877009,-0.11921562980779811,1
0,0,1,0,0,0,1,0.5029430168352342,0.4207302360686478,0
0,1,0,0,0,0,1,-0.9437045036915235,-0.4628462821463391,0
0,0,0,0,0,0,0,-0.3926006863479967,0.9462455716384695,0
0,1,0,2,1,0,0,2.388378943731429e-16,-0.3414522396297103,0
0,1,0,0,1,0,1,-0.5303766406838785,-0.49237782784290063,1
0,1,1,0,1,0,1,-0.3926006863479967,-0.32928686163157667,1
0,1,0,0,0,1,0,-0.7370405721877009,-0.5125125150294839,0
1,0,0,0,0,0,1,-0.8059285493556418,-0.41687275089321363,0
1,0,1,1,0,0,1,-0.7370405721877009,0.09152810056801232,0
0,1,0,0,0,0,1,-0.1859367548441742,-0.49145565916975514,1
0,1,2,2,1,0,1,-1.4259203438671093,0.04370821849987721,0
1,0,0,2,0,0,1,0.4684990282512638,-0.12491978668775715,0
1,0,0,0,0,0,1,0.8473829026749384,-0.3866707201133388,0
1,0,0,0,0,0,1,1.4673746971864061,-0.39623469652696586,0
0,0,1,0,1,0,1,-0.5303766406838785,0.6925485130875209,1
0,1,0,0,0,0,1,1.7773705944421399,-0.4863374216869257,0
0,1,0,2,0,0,1,0.7440509369230272,-0.35646868933346404,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.5011867534870308,0
0,0,0,1,0,0,0,1.4673746971864061,0.5874293382238074,0
0,1,0,0,1,1,0,-0.9437045036915235,-0.49271407711891657,1
0,1,0,0,0,0,1,0.020727176659648322,-0.4863374216869257,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.47400492578514347,0
0,1,8,2,0,0,1,2.388378943731429e-16,0.7519458402879414,0
0,1,0,1,0,0,1,0.9851588570108202,-0.32425318983493084,0
1,0,0,0,1,0,1,0.7096069483390568,-0.331300330350235,1
0,1,0,0,0,0,1,-0.25482473201211503,-0.4918744606632361,0
0,1,0,0,0,0,1,-0.8748165265235827,-0.47400492578514347,0
0,1,4,1,0,0,1,-1.977024161210636,0.1506737441786005,0
0,1,0,2,0,0,1,-1.4259203438671093,-0.2351571990343002,1
0,0,0,1,1,0,1,2.388378943731429e-16,0.4589861417231558,1
0,1,1,4,1,0,1,1.054046834178761,-0.08666388103324908,0
0,0,0,0,0,0,1,2.388378943731429e-16,-0.12642988822675086,0
0,1,0,0,0,0,1,-0.11704877767623337,0.48910360681684706,0
0,0,0,0,0,0,1,2.1562544688658143,0.026090367211616904,0
0,1,4,1,0,1,0,-1.7703602297068137,-0.06199888922968463,0
0,1,1,1,1,0,1,-1.977024161210636,-0.4242561406845337,1
0,1,0,0,0,0,1,-0.5992646178518193,-0.4888542575852486,0
0,0,0,0,0,0,0,1.8118145830261103,-0.030371322596999754,0
0,1,1,1,0,0,1,-0.8059285493556418,-0.4902797934380587,0
0,1,3,1,0,0,1,2.388378943731429e-16,-0.13565761536436197,0
0,0,0,0,1,0,0,1.3984867200184652,-0.07030444769415023,0
1,0,0,0,0,0,1,0.020727176659648322,-0.3866707201133388,0
0,1,0,0,0,0,1,0.43405503966729336,-0.6484216535389205,0
0,1,8,2,1,0,1,2.388378943731429e-16,0.7519458402879414,0
1,0,0,0,0,0,0,2.388378943731429e-16,-0.34539461138084326,0
0,1,4,2,0,0,1,-1.4259203438671093,-0.016444159470040135,0
1,0,2,1,0,0,1,-1.977024161210636,0.13683114673782454,1
0,1,0,2,1,0,1,-1.7703602297068137,-0.20495516825442542,1
0,0,0,0,0,0,1,2.388378943731429e-16,0.3583127057902398,0
0,1,1,0,1,1,0,2.388378943731429e-16,-0.3363340021468808,1
0,0,0,0,0,0,1,1.054046834178761,-0.11384570873513637,1
0,1,1,1,0,1,0,0.7096069483390568,-0.3363340021468808,0
0,1,0,0,0,0,1,0.43405503966729336,-0.4894421904510968,0
1,0,0,0,1,0,1,0.15850313099553,-0.3866707201133388,1
1,0,0,0,0,0,1,-0.7370405721877009,-0.3866707201133388,0
0,1,1,0,1,0,1,-0.7370405721877009,-0.4902797934380587,1
1,0,1,1,0,0,1,-1.8392482068747544,-0.12491978668775715,1
0,0,0,0,1,0,0,0.9851588570108202,-0.09027201697708476,1
0,0,0,0,1,0,0,1.949590537361992,2.301728820789,1
0,1,0,0,0,1,0,2.388378943731429e-16,-0.49237782784290063,0
0,1,0,1,0,0,1,0.8473829026749384,-0.47920571548543794,0
0,1,0,0,1,1,0,2.388378943731429e-16,-0.49237782784290063,1
1,0,0,0,1,0,1,-0.3926006863479967,-0.3866707201133388,0
0,1,0,0,0,0,1,-0.11704877767623337,-0.45714212526638004,0
0,1,8,2,0,0,1,2.388378943731429e-16,0.7519458402879414,0
0,1,0,0,0,0,1,0.2962790853314117,-0.5176307525123133,0
0,1,0,0,0,0,0,1.0884908227627315,-0.5029485386158568,0
0,1,0,0,0,0,1,-0.8059285493556418,-0.4863374216869257,1
0,1,0,1,1,0,1,-1.9081361840426954,-0.43776248884929375,0
0,1,1,0,0,0,1,0.15850313099553,-0.32928686163157667,0
0,1,0,0,0,0,0,-0.25482473201211503,-0.2701412180209885,1
0,1,0,0,1,1,0,-0.9437045036915235,-0.49237782784290063,1
0,0,0,0,0,0,0,0.7096069483390568,-0.024246350754841113,1
0,1,0,0,0,0,1,-0.3926006863479967,-0.5064721088735089,0
1,0,0,0,1,0,1,0.36516706249935255,-0.22559322262067316,1
0,1,0,0,0,0,1,-0.5303766406838785,-0.5024451714361923,0
1,0,0,0,0,0,1,0.020727176659648322,-0.3866707201133388,0
0,1,1,0,0,1,0,2.388378943731429e-16,-0.49237782784290063,0
0,0,1,0,1,0,0,0.08961515382758917,1.6323350375212924,1
0,1,0,0,1,0,1,-0.1859367548441742,-0.4888542575852486,1
1,0,1,0,0,0,1,0.8473829026749384,-0.10478509950117394,0
0,0,0,0,1,0,0,0.15850313099553,0.8876878608937296,1
1,0,0,0,0,0,1,0.020727176659648322,-0.43700743807979686,0
0,1,0,0,0,0,1,-0.9437045036915235,-0.4863374216869257,1
1,0,0,0,0,0,1,-0.1859367548441742,-0.3866707201133388,0
0,1,0,0,0,0,1,1.4673746971864061,-0.4863374216869257,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.4894421904510968,0
0,0,1,0,0,0,1,0.571830994003175,1.163700193253568,1
0,1,0,0,0,0,1,-0.5303766406838785,-0.4601623283443675,0
1,0,0,0,0,0,1,-0.7370405721877009,-0.43700743807979686,1
0,1,0,0,0,0,1,-0.6337086064357897,-0.5024451714361923,0
1,0,0,0,0,0,1,-0.8059285493556418,-0.3866707201133388,0
0,1,3,1,1,0,1,2.388378943731429e-16,-0.13565761536436197,0
0,0,1,0,1,0,1,0.36516706249935255,1.0323213593611125,1
0,1,0,0,0,0,1,-0.04816080050829252,-0.4918744606632361,0
1,0,0,0,0,0,1,2.018478514529933,-0.3766033765200472,0
0,1,4,2,1,0,1,-1.7014722525388728,-0.016444159470040135,1
1,0,0,0,0,0,1,-0.3926006863479967,-0.43700743807979686,0
0,1,0,0,1,0,1,2.388378943731429e-16,-0.49640476528021726,0
1,0,1,0,0,0,1,0.9851588570108202,-0.12491978668775715,0
1,0,0,2,1,0,1,-1.4948083210350502,-0.11988611489111134,1
1,0,0,0,0,0,1,-0.7370405721877009,-0.43700743807979686,0
1,0,0,0,0,0,1,0.22739110816347086,-0.4012683683236117,0
0,1,1,0,1,0,0,2.388378943731429e-16,-0.3573908580066095,0
0,1,1,0,1,1,0,2.388378943731429e-16,-0.3363340021468808,1
1,0,0,0,0,0,1,-0.04816080050829252,-0.43700743807979686,0
0,1,0,0,0,0,1,-0.5303766406838785,-0.5049620073345151,0
0,1,0,0,0,0,0,0.020727176659648322,-0.5029485386158568,0
0,0,2,0,0,1,0,0.9851588570108202,1.163700193253568,0
0,1,0,0,1,0,1,-0.3237127091800559,-0.4918744606632361,0
1,0,0,2,1,0,1,-0.3926006863479967,-0.35646868933346404,1
0,0,1,1,0,0,1,0.5029430168352342,0.40974072380221066,1
1,0,1,0,0,0,1,1.6740386286902287,-0.12491978668775715,0
0,1,0,0,0,0,1,2.388378943731429e-16,-0.5024451714361923,0
0,1,1,1,1,0,1,-0.04816080050829252,-0.43776248884929375,0
0,0,0,0,0,0,1,2.225142446033755,-0.11384570873513637,0
0,1,1,0,0,0,1,0.020727176659648322,-0.32425318983493084,0
0,1,0,2,1,0,1,0.7784949255069976,-0.2414492887801075,0
0,1,0,2,1,0,0,-0.04816080050829252,-0.3414522396297103,1
0,0,0,0,1,0,0,2.388378943731429e-16,0.9462455716384695,1
0,0,0,0,1,0,1,0.020727176659648322,1.093228788100527,1
0,0,0,0,1,0,0,0.36516706249935255,9.667166525013505,1
1,0,0,1,1,0,1,1.3984867200184652,-0.12491978668775715,1
0,1,0,0,0,1,0,2.388378943731429e-16,-0.49237782784290063,0
0,1,4,2,0,0,1,-1.8392482068747544,-0.016444159470040135,1
0,0,1,1,0,0,1,1.5362626743543468,0.955306180872432,0
0,0,0,0,0,0,1,0.7096069483390568,-0.6484216535389205,0
0,1,0,0,1,1,0,2.388378943731429e-16,-0.49237782784290063,0
1,0,0,0,0,0,1,0.43405503966729336,-0.43700743807979686,0
0,1,4,1,0,0,1,-0.9437045036915235,0.1506737441786005,0
0,1,1,0,0,0,1,-0.3237127091800559,-0.4918744606632361,1
0,0,0,1,1,0,1,1.949590537361992,2.441497778832105,1
0,0,0,0,1,0,1,0.36516706249935255,2.0825124140450755,1
0,0,0,0,0,0,1,2.388378943731429e-16,-0.024246350754841113,0
0,1,0,0,0,0,1,-0.3237127091800559,-0.6484216535389205,1
1,0,0,1,1,0,1,0.7784949255069976,-0.255795253400548,1
0,0,0,1,0,0,0,0.5029430168352342,-0.05042144409739929,0
0,1,0,0,1,1,0,2.388378943731429e-16,-0.49237782784290063,1
0,0,1,0,1,0,1,2.294030423201696,0.921244330558889,1
0,1,0,0,1,0,1,1.054046834178761,-0.49237782784290063,0
1,0,0,0,0,0,1,2.388378943731429e-16,-0.6484216535389205,0
0,1,4,1,0,1,0,-1.5636962982029912,-0.06199888922968463,0
0,1,1,1,1,0,1,0.36516706249935255,-0.24069423801061057,1
0,1,0,0,0,1,0,2.431806377537578,-0.49237782784290063,0
0,1,0,0,0,0,1,-0.11704877767623337,-0.4902797934380587,0
0,1,0,0,0,0,1,-0.9437045036915235,-0.45714212526638004,0
0,1,0,0,0,0,1,-0.7370405721877009,-0.4863374216869257,1
0,0,0,0,0,0,1,2.388378943731429e-16,-0.12491978668775715,0
0,1,0,0,0,0,0,0.22739110816347086,-0.47400492578514347,0
0,1,0,0,0,0,1,0.020727176659648322,-0.45714212526638004,1
0,1,0,0,0,0,1,-0.5303766406838785,-0.4894421904510968,0
1,0,0,0,0,0,1,0.8473829026749384,-0.3866707201133388,1
0,1,0,0,1,1,0,-0.5303766406838785,-0.49237782784290063,1
0,0,0,0,1,0,1,-0.25482473201211503,0.9391984311231651,1
0,0,1,0,1,0,0,-0.7370405721877009,1.1854295476653287,1
1,0,0,0,0,0,0,0.43405503966729336,-0.3891875560116617,0
0,1,0,0,1,0,1,-0.3926006863479967,-0.4702296719376591,0
0,1,0,0,0,0,1,-0.3926006863479967,-0.4894421904510968,0
0,0,0,0,0,0,0,2.388378943731429e-16,-0.09027201697708476,0
